symptom,disease,source_record_id,frequency
or reluctance to crawl or walk: these symptoms may occur if internal bleeding into a muscle or joint takes place. affected areas may appear bruised and swollen,christmas disease (also known as hemophilia b),1968,1
feel warm to the touch,christmas disease (also known as hemophilia b),1968,1
or cause pain when touched gently,christmas disease (also known as hemophilia b),1968,1
hematomas: hematomas,christmas disease (also known as hemophilia b),1968,1
which are masses of congealed blood under the skin,christmas disease (also known as hemophilia b),1968,1
may develop in babies and toddlers following injections,christmas disease (also known as hemophilia b),1968,1
breathing difficulties: in some cases,christmas disease (also known as hemophilia b),1968,1
bleeding can cause significant swelling of the tongue,christmas disease (also known as hemophilia b),1968,1
potentially obstructing the airway,christmas disease (also known as hemophilia b),1968,1
symptoms include bleeding into joints and associated pain and swelling,factor ix deficiency,1969,1
blood in the urine and stool,factor ix deficiency,1969,1
bruising excessive bleeding following circumcision,factor ix deficiency,1969,1
gastrointestinal tract and urinary tract hemorrhage,factor ix deficiency,1969,1
nosebleeds,factor ix deficiency,1969,1
prolonged bleeding from cuts,factor ix deficiency,1969,1
tooth extraction and during surgery and at times spontaneous bleeding,factor ix deficiency,1969,1
poor circulation can cause a number of symptoms,blood circulation disorder,1972,1
including: muscles that hurt or feel weak when you walk,blood circulation disorder,1972,1
"a ""pins and needles"" sensation on your skin",blood circulation disorder,1972,1
pale or blue skin color,blood circulation disorder,1972,1
cold fingers or toes,blood circulation disorder,1972,1
numbness,blood circulation disorder,1972,1
chest pain,blood circulation disorder,1972,1
swelling,blood circulation disorder,1972,1
and veins that bulge,blood circulation disorder,1972,1
during a capillary leak syndrome episode (called the leak or resuscitation phase),capillary disorder,1973,1
symptoms may vary from person to person. common symptoms can include: body swelling,capillary disorder,1973,1
swelling of legs and arms (peripheral edema),capillary disorder,1973,1
diarrhea,capillary disorder,1973,1
low blood pressure (hypotension),capillary disorder,1973,1
thickened blood (hypercoagulability) due to elevated red blood cell (hematocrit) count or elevated white blood count (leukocytosis),capillary disorder,1973,1
symptoms usually begin one or two days before a capillary leak syndrome attack. this is called the prodromal phase. these symptoms may include: abdominal pain or muscle pain (myalgia),capillary disorder,1973,1
fatigue or weakness,capillary disorder,1973,1
headache,capillary disorder,1973,1
increase in thirst,capillary disorder,1973,1
irritability,capillary disorder,1973,1
nausea,capillary disorder,1973,1
sudden body weight increase,capillary disorder,1973,1
and viral or upper respiratory tract infection,capillary disorder,1973,1
dry eye can cause: a scratchy feeling,dry eyes,1974,1
like there's something in your eye,dry eyes,1974,1
stinging or burning feelings in your eye,dry eyes,1974,1
red eyes,dry eyes,1974,1
sensitivity to light,dry eyes,1974,1
and blurry vision,dry eyes,1974,1
dryness and soreness are the most frequently reported symptoms of ocular irritation. although the occurrence of symptoms of ocular irritation is reported as frequent by patients diagnosed with dry eye,ocular irritation,1975,1
the symptoms had minimal to moderate impact on daily activity,ocular irritation,1975,1
you may not have any symptoms of a pulmonary embolism,pulmonary embolism,1976,7
depending on the size of the clot and your overall health. as blood flow becomes more and more blocked,pulmonary embolism,1976,7
you may experience symptoms such as coughing,pulmonary embolism,1976,7
including a cough that produces bloody mucus,pulmonary embolism,1976,7
dizziness,pulmonary embolism,1976,7
heart palpitations,pulmonary embolism,1976,7
sensations of your heart racing or pounding,pulmonary embolism,1976,7
leg pain or swelling,pulmonary embolism,1976,7
sharp and sudden chest pain,pulmonary embolism,1976,7
and shortness of breath that worsens with exertion,pulmonary embolism,1976,7
common signs and symptoms of shock include: low blood pressure,shock,1977,1
altered mental state (including reduced alertness and awareness,shock,1977,1
confusion,shock,1977,1
and sleepiness),shock,1977,1
cold and moist skin (with blue or pale hands and feet),shock,1977,1
weak or rapid pulse,shock,1977,1
rapid breathing and hyperventilation,shock,1977,1
decreased urine output,shock,1977,1
in septic shock (from overwhelming blood infection),shock,1977,1
additional symptoms may include: shaking chills,shock,1977,1
rapid temperature increase,shock,1977,1
warm and flushed skin,shock,1977,1
and a rapid pulse,shock,1977,1
in shock related to heart problems,shock,1977,1
you may observe: lung congestion,shock,1977,1
rapid pulse,shock,1977,1
heart murmur,shock,1977,1
and enlarged neck veins,shock,1977,1
thrombosis symptoms depend on the size of the clot,thrombosis,1978,3
its location,thrombosis,1978,3
and the complications it causes. blockages are more likely to occur in areas with very small blood vessels,thrombosis,1978,3
especially the lungs,thrombosis,1978,3
brain,thrombosis,1978,3
and farther down in the legs and arms. listed below are common symptoms for each location:,thrombosis,1978,3
lungs (pulmonary embolism): sharp pain in your chest and surrounding areas (jaw,thrombosis,1978,3
neck,thrombosis,1978,3
shoulder,thrombosis,1978,3
back,thrombosis,1978,3
or arm),thrombosis,1978,3
pain when you breathe in,thrombosis,1978,3
sudden trouble breathing when active or at rest,thrombosis,1978,3
brain or neck (transient ischemic attack or stroke): weakness or trouble controlling muscles on one side of your body,thrombosis,1978,3
slurred or garbled speech,thrombosis,1978,3
noticeable droop and lack of muscle control on one side of your face,thrombosis,1978,3
confusion,thrombosis,1978,3
agitation,thrombosis,1978,3
or otherwise unusual behavior changes,thrombosis,1978,3
heart (heart attack): chest pain or discomfort (angina),thrombosis,1978,3
trouble breathing,thrombosis,1978,3
dizziness,thrombosis,1978,3
or passing out. people assigned female at birth often have additional symptoms,thrombosis,1978,3
belly (mesenteric ischemia): severe stomach or abdominal pain,thrombosis,1978,3
especially after eating,thrombosis,1978,3
bloating,thrombosis,1978,3
nausea and vomiting,thrombosis,1978,3
diarrhea (which may contain blood),thrombosis,1978,3
fever,thrombosis,1978,3
artery in arm or leg: skin that looks paler than other areas,thrombosis,1978,3
skin that feels cool to the touch,thrombosis,1978,3
weakness and inability to move the affected body part,thrombosis,1978,3
numbness or tingling (pins and needles,thrombosis,1978,3
possibly with pain),thrombosis,1978,3
blisters,thrombosis,1978,3
wounds,thrombosis,1978,3
or sores,thrombosis,1978,3
skin sloughing (when skin falls away from the tissue underneath),thrombosis,1978,3
necrosis (tissue death),thrombosis,1978,3
vein in arm or leg: skin that looks redder or darker than other areas,thrombosis,1978,3
pain (especially around the affected area),thrombosis,1978,3
swelling from fluid buildup,thrombosis,1978,3
skin that feels warm to the touch,thrombosis,1978,3
symptoms of vte can include: swollen and tender legs that are painful to the touch (if you have blood clots that block blood flow to your leg veins,venous thrombosis (disorder),1979,3
known as deep vein thrombosis or dvt),venous thrombosis (disorder),1979,3
shortness of breath and pain when breathing (if you have a blood clot that travels to the lungs,venous thrombosis (disorder),1979,3
known as pulmonary embolism). the symptoms of vte are not the same for everyone,venous thrombosis (disorder),1979,3
and sometimes vte does not cause symptoms until serious complications develop. because the symptoms of dvt and pulmonary embolism are different,venous thrombosis (disorder),1979,3
it's important to know the warning signs if you are at risk of vte,venous thrombosis (disorder),1979,3
most people with hypertension don't feel any symptoms. very high blood pressures can cause headaches,mild to moderate hypertension,1985,1
blurred vision,mild to moderate hypertension,1985,1
chest pain,mild to moderate hypertension,1985,1
and other symptoms. checking your blood pressure is the best way to know if you have high blood pressure. if hypertension isn't treated,mild to moderate hypertension,1985,1
it can cause other health conditions like kidney disease,mild to moderate hypertension,1985,1
heart disease,mild to moderate hypertension,1985,1
and stroke,mild to moderate hypertension,1985,1
people with very high blood pressure (usually 180/120 or higher) can experience symptoms including severe headaches,mild to moderate hypertension,1985,1
dizziness,mild to moderate hypertension,1985,1
shortness of breath,mild to moderate hypertension,1985,1
nausea,mild to moderate hypertension,1985,1
vomiting,mild to moderate hypertension,1985,1
blurred vision or other vision changes,mild to moderate hypertension,1985,1
anxiety,mild to moderate hypertension,1985,1
confusion,mild to moderate hypertension,1985,1
buzzing in the ears,mild to moderate hypertension,1985,1
nosebleeds,mild to moderate hypertension,1985,1
and abnormal heart rhythm. if you are experiencing any of these symptoms and have high blood pressure,mild to moderate hypertension,1985,1
seek care immediately. the only way to detect hypertension is to have a health professional measure blood pressure. having blood pressure measured is quick and painless. although individuals can measure their own blood pressure using automated devices,mild to moderate hypertension,1985,1
an evaluation by a health professional is important for assessment of risk and associated conditions,mild to moderate hypertension,1985,1
if you have heart failure,heart failure,1986,3
your heart can't supply enough blood to meet your body's needs. symptoms may develop slowly,heart failure,1986,3
but sometimes they start suddenly. heart failure symptoms may include shortness of breath with activity or when lying down,heart failure,1986,3
fatigue and weakness,heart failure,1986,3
swelling in the legs,heart failure,1986,3
ankles,heart failure,1986,3
and feet,heart failure,1986,3
rapid or irregular heartbeat,heart failure,1986,3
reduced ability to exercise,heart failure,1986,3
wheezing,heart failure,1986,3
a cough that doesn't go away or a cough that brings up white or pink mucus with spots of blood,heart failure,1986,3
swelling of the belly area,heart failure,1986,3
very rapid weight gain from fluid buildup,heart failure,1986,3
nausea and lack of appetite,heart failure,1986,3
difficulty concentrating or decreased alertness,heart failure,1986,3
and chest pain if heart failure is caused by a heart attack,heart failure,1986,3
symptoms of afib may include feelings of a fast,atrial fibrillation,1987,4
fluttering,atrial fibrillation,1987,4
or pounding heartbeat (palpitations),atrial fibrillation,1987,4
chest pain,atrial fibrillation,1987,4
dizziness,atrial fibrillation,1987,4
fatigue,atrial fibrillation,1987,4
lightheadedness,atrial fibrillation,1987,4
reduced ability to exercise,atrial fibrillation,1987,4
shortness of breath,atrial fibrillation,1987,4
and weakness. some people with atrial fibrillation (afib) don't notice any symptoms,atrial fibrillation,1987,4
atrial fibrillation may be occasional (paroxysmal),atrial fibrillation,1987,4
where afib symptoms come and go,atrial fibrillation,1987,4
lasting for a few minutes to hours,atrial fibrillation,1987,4
or even up to a week in some cases,atrial fibrillation,1987,4
with episodes recurring intermittently. some individuals with occasional afib may require treatment,atrial fibrillation,1987,4
it can also be persistent,atrial fibrillation,1987,4
characterized by a constant irregular heartbeat that doesn't reset on its own,atrial fibrillation,1987,4
requiring medical treatment to correct the heart rhythm,atrial fibrillation,1987,4
long-standing persistent afib is another type,atrial fibrillation,1987,4
where the irregular heartbeat is constant and lasts for more than 12 months,atrial fibrillation,1987,4
necessitating medicines or a procedure to correct it,atrial fibrillation,1987,4
finally,atrial fibrillation,1987,4
permanent afib involves an irregular heart rhythm that can't be reset,atrial fibrillation,1987,4
and ongoing medications are needed to control the heart rate and prevent blood clots,atrial fibrillation,1987,4
these are the most common symptoms of angina: a pressing,angina pectoris,1988,4
squeezing,angina pectoris,1988,4
or crushing pain,angina pectoris,1988,4
usually in the chest under your breastbone,angina pectoris,1988,4
pain that may also occur in your upper back,angina pectoris,1988,4
both arms,angina pectoris,1988,4
neck,angina pectoris,1988,4
or ear lobes,angina pectoris,1988,4
chest pain that spreads to your arms,angina pectoris,1988,4
shoulders,angina pectoris,1988,4
jaw,angina pectoris,1988,4
or back,angina pectoris,1988,4
shortness of breath,angina pectoris,1988,4
weakness,angina pectoris,1988,4
fatigue,angina pectoris,1988,4
feeling faint. angina chest pain is usually relieved within a few minutes by resting or by taking prescribed cardiac medicine,angina pectoris,1988,4
such as nitroglycerin,angina pectoris,1988,4
if you have heart failure,mild to severe heart failure,1989,1
your heart can't supply enough blood to meet your body's needs. symptoms may develop slowly,mild to severe heart failure,1989,1
but sometimes they start suddenly. heart failure symptoms may include shortness of breath with activity or when lying down,mild to severe heart failure,1989,1
fatigue and weakness,mild to severe heart failure,1989,1
swelling in the legs,mild to severe heart failure,1989,1
ankles,mild to severe heart failure,1989,1
and feet,mild to severe heart failure,1989,1
rapid or irregular heartbeat,mild to severe heart failure,1989,1
reduced ability to exercise,mild to severe heart failure,1989,1
wheezing,mild to severe heart failure,1989,1
a cough that doesn't go away or a cough that brings up white or pink mucus with spots of blood,mild to severe heart failure,1989,1
swelling of the belly area,mild to severe heart failure,1989,1
very rapid weight gain from fluid buildup,mild to severe heart failure,1989,1
nausea and lack of appetite,mild to severe heart failure,1989,1
difficulty concentrating or decreased alertness,mild to severe heart failure,1989,1
and chest pain if heart failure is caused by a heart attack,mild to severe heart failure,1989,1
fatigue,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
shortness of breath,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
especially during physical activity or exertion,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
reduced exercise tolerance,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
difficulty in breathing while lying flat or during the night (orthopnea),left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
chest pain,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
palpitations or irregular heartbeats,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
edema or swelling in the ankles,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
feet,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
legs,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
or abdomen due to fluid retention,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
overall weakness or a sense of feeling unwell,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
dizziness or lightheadedness,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
and persistent cough or wheezing,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
possibly with frothy sputum,left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%,1990,1
most people with hypertension don't feel any symptoms. very high blood pressures can cause headaches,hypertension,1991,9
blurred vision,hypertension,1991,9
chest pain,hypertension,1991,9
and other symptoms. checking your blood pressure is the best way to know if you have high blood pressure. if hypertension isn't treated,hypertension,1991,9
it can cause other health conditions like kidney disease,hypertension,1991,9
heart disease,hypertension,1991,9
and stroke,hypertension,1991,9
people with very high blood pressure (usually 180/120 or higher) can experience symptoms including severe headaches,hypertension,1991,8
dizziness,hypertension,1991,8
shortness of breath,hypertension,1991,8
nausea,hypertension,1991,8
vomiting,hypertension,1991,8
blurred vision or other vision changes,hypertension,1991,8
anxiety,hypertension,1991,8
confusion,hypertension,1991,8
buzzing in the ears,hypertension,1991,8
nosebleeds,hypertension,1991,8
and abnormal heart rhythm. if you are experiencing any of these symptoms and have high blood pressure,hypertension,1991,8
seek care immediately. the only way to detect hypertension is to have a health professional measure blood pressure. having blood pressure measured is quick and painless. although individuals can measure their own blood pressure using automated devices,hypertension,1991,8
an evaluation by a health professional is important for assessment of risk and associated conditions,hypertension,1991,8
angina symptoms include chest pain and discomfort,angina,1992,1
which may feel like burning,angina,1992,1
fullness,angina,1992,1
pressure,angina,1992,1
squeezing,angina,1992,1
or pain. this discomfort can also be felt in the arms,angina,1992,1
neck,angina,1992,1
jaw,angina,1992,1
shoulder,angina,1992,1
or back,angina,1992,1
other symptoms of angina encompass dizziness,angina,1992,1
fatigue,angina,1992,1
nausea,angina,1992,1
shortness of breath,angina,1992,1
and sweating. the severity,angina,1992,1
duration,angina,1992,1
and type of angina can vary. new or different symptoms may signal a more dangerous form of angina,angina,1992,1
known as unstable angina,angina,1992,1
or even a heart attack,angina,1992,1
in women,angina,1992,1
the symptoms of angina can differ from the classic presentation,angina,1992,1
potentially leading to delays in seeking treatment. while chest pain is a common symptom in women with angina,angina,1992,1
it may not be the sole or predominant symptom. women may also experience discomfort in the neck,angina,1992,1
teeth,angina,1992,1
stabbing pain instead of chest pressure,angina,1992,1
and even abdominal pain,angina,1992,1
it's crucial to note that any new or worsening angina symptoms should be promptly evaluated by a healthcare provider to determine whether it is stable or unstable angina,angina,1992,1
as well as to rule out a heart attack,angina,1992,1
if you have heart failure,heart failure,1993,3
your heart can't supply enough blood to meet your body's needs. symptoms may develop slowly,heart failure,1993,3
but sometimes they start suddenly. heart failure symptoms may include shortness of breath with activity or when lying down,heart failure,1993,3
fatigue and weakness,heart failure,1993,3
swelling in the legs,heart failure,1993,3
ankles,heart failure,1993,3
and feet,heart failure,1993,3
rapid or irregular heartbeat,heart failure,1993,3
reduced ability to exercise,heart failure,1993,3
wheezing,heart failure,1993,3
a cough that doesn't go away or a cough that brings up white or pink mucus with spots of blood,heart failure,1993,3
swelling of the belly area,heart failure,1993,3
very rapid weight gain from fluid buildup,heart failure,1993,3
nausea and lack of appetite,heart failure,1993,3
difficulty concentrating or decreased alertness,heart failure,1993,3
and chest pain if heart failure is caused by a heart attack,heart failure,1993,3
chest pain/tightness,myocardial infarction,1994,8
radiating pain down the left arm or into the jaw,myocardial infarction,1994,8
cardiac arrest,myocardial infarction,1994,8
"""silent"" ischemia",myocardial infarction,1994,8
shortness of breath,myocardial infarction,1994,8
shortness of breath (soa),myocardial infarction,1994,8
nausea,myocardial infarction,1994,8
vomiting,myocardial infarction,1994,8
neck pain,myocardial infarction,1994,8
jaw pain,myocardial infarction,1994,8
symptoms of afib may include feelings of a fast,atrial fibrillation,1995,4
fluttering,atrial fibrillation,1995,4
or pounding heartbeat (palpitations),atrial fibrillation,1995,4
chest pain,atrial fibrillation,1995,4
dizziness,atrial fibrillation,1995,4
fatigue,atrial fibrillation,1995,4
lightheadedness,atrial fibrillation,1995,4
reduced ability to exercise,atrial fibrillation,1995,4
shortness of breath,atrial fibrillation,1995,4
and weakness. some people with atrial fibrillation (afib) don't notice any symptoms,atrial fibrillation,1995,4
atrial fibrillation may be occasional (paroxysmal),atrial fibrillation,1995,4
where afib symptoms come and go,atrial fibrillation,1995,4
lasting for a few minutes to hours,atrial fibrillation,1995,4
or even up to a week in some cases,atrial fibrillation,1995,4
with episodes recurring intermittently. some individuals with occasional afib may require treatment,atrial fibrillation,1995,4
it can also be persistent,atrial fibrillation,1995,4
characterized by a constant irregular heartbeat that doesn't reset on its own,atrial fibrillation,1995,4
requiring medical treatment to correct the heart rhythm,atrial fibrillation,1995,4
long-standing persistent afib is another type,atrial fibrillation,1995,4
where the irregular heartbeat is constant and lasts for more than 12 months,atrial fibrillation,1995,4
necessitating medicines or a procedure to correct it,atrial fibrillation,1995,4
finally,atrial fibrillation,1995,4
permanent afib involves an irregular heart rhythm that can't be reset,atrial fibrillation,1995,4
and ongoing medications are needed to control the heart rate and prevent blood clots,atrial fibrillation,1995,4
atrial flutter can reduce the forward pumping of the heart and lead to abnormally fast heartbeats in some cases. however,atrial flutter,1996,2
some individuals may have no or only minor symptoms,atrial flutter,1996,2
particularly if their heart rate is well controlled and their heart functions normally. for those who do experience symptoms,atrial flutter,1996,2
they can include shortness of breath,atrial flutter,1996,2
fatigue,atrial flutter,1996,2
chest pain,atrial flutter,1996,2
fluttering heartbeats (palpitations),atrial flutter,1996,2
lightheadedness,atrial flutter,1996,2
fainting,atrial flutter,1996,2
and swelling in the feet and legs (fluid retention) if they have heart failure,atrial flutter,1996,2
most people with hypertension don't feel any symptoms. very high blood pressures can cause headaches,hypertension,1997,9
blurred vision,hypertension,1997,9
chest pain,hypertension,1997,9
and other symptoms. checking your blood pressure is the best way to know if you have high blood pressure. if hypertension isn't treated,hypertension,1997,9
it can cause other health conditions like kidney disease,hypertension,1997,9
heart disease,hypertension,1997,9
and stroke,hypertension,1997,9
people with very high blood pressure (usually 180/120 or higher) can experience symptoms including severe headaches,hypertension,1997,8
dizziness,hypertension,1997,8
shortness of breath,hypertension,1997,8
nausea,hypertension,1997,8
vomiting,hypertension,1997,8
blurred vision or other vision changes,hypertension,1997,8
anxiety,hypertension,1997,8
confusion,hypertension,1997,8
buzzing in the ears,hypertension,1997,8
nosebleeds,hypertension,1997,8
and abnormal heart rhythm. if you are experiencing any of these symptoms and have high blood pressure,hypertension,1997,8
seek care immediately. the only way to detect hypertension is to have a health professional measure blood pressure. having blood pressure measured is quick and painless. although individuals can measure their own blood pressure using automated devices,hypertension,1997,8
an evaluation by a health professional is important for assessment of risk and associated conditions,hypertension,1997,8
you might not have any symptoms,supraventricular tachycardia (off-label use),1998,1
but many people with this condition experience a fast heartbeat of more than 100 beats per minute while at rest,supraventricular tachycardia (off-label use),1998,1
which is a major symptom. this rapid heartbeat can occur for varying durations,supraventricular tachycardia (off-label use),1998,1
ranging from seconds to hours. other symptoms that may accompany this condition include having chest pain,supraventricular tachycardia (off-label use),1998,1
feeling tired,supraventricular tachycardia (off-label use),1998,1
having a fast heartbeat,supraventricular tachycardia (off-label use),1998,1
feeling lightheaded,supraventricular tachycardia (off-label use),1998,1
sweating,supraventricular tachycardia (off-label use),1998,1
feeling dizzy,supraventricular tachycardia (off-label use),1998,1
passing out,supraventricular tachycardia (off-label use),1998,1
experiencing palpitations (fluttering in your chest),supraventricular tachycardia (off-label use),1998,1
and feeling short of breath. in serious cases,supraventricular tachycardia (off-label use),1998,1
individuals may become unconscious or even experience cardiac arrest,supraventricular tachycardia (off-label use),1998,1
common signs and symptoms of thyroid storm include having a high fever (often ranging from 104 degrees to 106 degrees fahrenheit),thyroid storm (off-label use),1999,1
a rapid heart rate (tachycardia) that can exceed 140 beats per minute,thyroid storm (off-label use),1999,1
feeling agitated,thyroid storm (off-label use),1999,1
irritable,thyroid storm (off-label use),1999,1
and/or anxious,thyroid storm (off-label use),1999,1
experiencing delirium,thyroid storm (off-label use),1999,1
congestive heart failure,thyroid storm (off-label use),1999,1
and loss of consciousness,thyroid storm (off-label use),1999,1
less common signs and symptoms of thyroid storm encompass severe nausea and/or vomiting,thyroid storm (off-label use),1999,1
diarrhea,thyroid storm (off-label use),1999,1
abdominal pain,thyroid storm (off-label use),1999,1
and yellowing of the skin or eyes (jaundice),thyroid storm (off-label use),1999,1
chest pain,cardiovascular diseases,2000,1
pain/discomfort in arms,cardiovascular diseases,2000,1
left shoulder,cardiovascular diseases,2000,1
elbows,cardiovascular diseases,2000,1
jaw,cardiovascular diseases,2000,1
back,cardiovascular diseases,2000,1
difficulty in breathing/shortness of breath,cardiovascular diseases,2000,1
nausea/vomiting,cardiovascular diseases,2000,1
light-headedness/faintness,cardiovascular diseases,2000,1
cold sweat,cardiovascular diseases,2000,1
turning pale,cardiovascular diseases,2000,1
women may experience shortness of breath,cardiovascular diseases,2000,1
nausea,cardiovascular diseases,2000,1
vomiting,cardiovascular diseases,2000,1
back or jaw pain,cardiovascular diseases,2000,1
angina symptoms include chest pain and discomfort,angina attacks,2001,1
which may feel like burning,angina attacks,2001,1
fullness,angina attacks,2001,1
pressure,angina attacks,2001,1
squeezing,angina attacks,2001,1
or pain. this discomfort can also be felt in the arms,angina attacks,2001,1
neck,angina attacks,2001,1
jaw,angina attacks,2001,1
shoulder,angina attacks,2001,1
or back,angina attacks,2001,1
other symptoms of angina encompass dizziness,angina attacks,2001,1
fatigue,angina attacks,2001,1
nausea,angina attacks,2001,1
shortness of breath,angina attacks,2001,1
and sweating. the severity,angina attacks,2001,1
duration,angina attacks,2001,1
and type of angina can vary. new or different symptoms may signal a more dangerous form of angina,angina attacks,2001,1
known as unstable angina,angina attacks,2001,1
or even a heart attack,angina attacks,2001,1
in women,angina attacks,2001,1
the symptoms of angina can differ from the classic presentation,angina attacks,2001,1
potentially leading to delays in seeking treatment. while chest pain is a common symptom in women with angina,angina attacks,2001,1
it may not be the sole or predominant symptom. women may also experience discomfort in the neck,angina attacks,2001,1
teeth,angina attacks,2001,1
stabbing pain instead of chest pressure,angina attacks,2001,1
and even abdominal pain,angina attacks,2001,1
it's crucial to note that any new or worsening angina symptoms should be promptly evaluated by a healthcare provider to determine whether it is stable or unstable angina,angina attacks,2001,1
as well as to rule out a heart attack,angina attacks,2001,1
these are the most common symptoms of angina: a pressing,angina pectoris,2002,4
squeezing,angina pectoris,2002,4
or crushing pain,angina pectoris,2002,4
usually in the chest under your breastbone,angina pectoris,2002,4
pain that may also occur in your upper back,angina pectoris,2002,4
both arms,angina pectoris,2002,4
neck,angina pectoris,2002,4
or ear lobes,angina pectoris,2002,4
chest pain that spreads to your arms,angina pectoris,2002,4
shoulders,angina pectoris,2002,4
jaw,angina pectoris,2002,4
or back,angina pectoris,2002,4
shortness of breath,angina pectoris,2002,4
weakness,angina pectoris,2002,4
fatigue,angina pectoris,2002,4
feeling faint. angina chest pain is usually relieved within a few minutes by resting or by taking prescribed cardiac medicine,angina pectoris,2002,4
such as nitroglycerin,angina pectoris,2002,4
congestive heart failure symptoms include shortness of breath,congestive heart failure (chf),2003,1
waking up short of breath at night,congestive heart failure (chf),2003,1
chest pain,congestive heart failure (chf),2003,1
heart palpitations,congestive heart failure (chf),2003,1
fatigue when you’re active,congestive heart failure (chf),2003,1
swelling in your ankles,congestive heart failure (chf),2003,1
legs,congestive heart failure (chf),2003,1
and abdomen,congestive heart failure (chf),2003,1
weight gain,congestive heart failure (chf),2003,1
the need to urinate while resting at night,congestive heart failure (chf),2003,1
a dry,congestive heart failure (chf),2003,1
hacking cough,congestive heart failure (chf),2003,1
a full (bloated) or hard stomach,congestive heart failure (chf),2003,1
loss of appetite or upset stomach (nausea). sometimes,congestive heart failure (chf),2003,1
you may have mild symptoms of congestive heart failure or none at all. this doesn’t mean you don’t have heart failure anymore. symptoms of heart failure can range from mild to severe and may come and go,congestive heart failure (chf),2003,1
unfortunately,congestive heart failure (chf),2003,1
congestive heart failure usually gets worse over time. as it worsens,congestive heart failure (chf),2003,1
you may have more or different signs or symptoms,congestive heart failure (chf),2003,1
history should focus on symptoms associated with end-organ damage. hypertensive heart disease may result in coronary artery disease or lvh with associated dd. the clinician should inquire about symptoms,perioperative hypertension,2004,1
including chest pain or pressure,perioperative hypertension,2004,1
shortness of breath,perioperative hypertension,2004,1
orthopnea,perioperative hypertension,2004,1
and the number of flights of stairs they can climb before the onset of symptoms should be documented. symptoms of stroke or transient ischemic attacks should be sought. symptoms of kidney disease,perioperative hypertension,2004,1
such as those related to fluid overload,perioperative hypertension,2004,1
are only present in patients with severe kidney disease. recent changes in visual acuity may reflect hypertensive retinopathy,perioperative hypertension,2004,1
these are the most common symptoms of angina: a pressing,angina pectoris,2005,4
squeezing,angina pectoris,2005,4
or crushing pain,angina pectoris,2005,4
usually in the chest under your breastbone,angina pectoris,2005,4
pain that may also occur in your upper back,angina pectoris,2005,4
both arms,angina pectoris,2005,4
neck,angina pectoris,2005,4
or ear lobes,angina pectoris,2005,4
chest pain that spreads to your arms,angina pectoris,2005,4
shoulders,angina pectoris,2005,4
jaw,angina pectoris,2005,4
or back,angina pectoris,2005,4
shortness of breath,angina pectoris,2005,4
weakness,angina pectoris,2005,4
fatigue,angina pectoris,2005,4
feeling faint. angina chest pain is usually relieved within a few minutes by resting or by taking prescribed cardiac medicine,angina pectoris,2005,4
such as nitroglycerin,angina pectoris,2005,4
if you have heart failure,heart failure,2006,3
your heart can't supply enough blood to meet your body's needs. symptoms may develop slowly,heart failure,2006,3
but sometimes they start suddenly. heart failure symptoms may include shortness of breath with activity or when lying down,heart failure,2006,3
fatigue and weakness,heart failure,2006,3
swelling in the legs,heart failure,2006,3
ankles,heart failure,2006,3
and feet,heart failure,2006,3
rapid or irregular heartbeat,heart failure,2006,3
reduced ability to exercise,heart failure,2006,3
wheezing,heart failure,2006,3
a cough that doesn't go away or a cough that brings up white or pink mucus with spots of blood,heart failure,2006,3
swelling of the belly area,heart failure,2006,3
very rapid weight gain from fluid buildup,heart failure,2006,3
nausea and lack of appetite,heart failure,2006,3
difficulty concentrating or decreased alertness,heart failure,2006,3
and chest pain if heart failure is caused by a heart attack,heart failure,2006,3
chest pain,vasospastic (prinzmetal's) angina,2007,1
and with a prompt response to nitrates. these symptoms occur due to abnormal coronary artery spasm,vasospastic (prinzmetal's) angina,2007,1
symptoms of angina may include chest pain that you may also feel in the shoulder,unstable angina,2008,1
arm,unstable angina,2008,1
jaw,unstable angina,2008,1
neck,unstable angina,2008,1
back,unstable angina,2008,1
or other area,unstable angina,2008,1
discomfort that feels like tightness,unstable angina,2008,1
squeezing,unstable angina,2008,1
crushing,unstable angina,2008,1
burning,unstable angina,2008,1
choking,unstable angina,2008,1
or aching,unstable angina,2008,1
